"batter","totalBatterStrikeoutRate","totalBatterWalkRate","totalBatterwOBA","bats","BsRperGame","DefperGame"
514917,0.170836169439889,0.125391577588741,0.334425958839241,"S",0.00143006919689663,-0.00525005555170519
571679,0.219860402979238,0.103936538366976,0.362504527090077,"R",-0.00394632991318074,0.00675560972049963
542208,0.233654944113997,0.0759556702684553,0.320187544594504,"R",0,-0.0397254847015633
570482,0.197342815244518,0.0896540981622593,0.357867362209256,"R",0,-0.000418087185114335
534606,0.275586250025601,0.0812084613990284,0.368825647698042,"R",-0.00179724422552087,0.0133190824632081
572816,0.163460171423266,0.061532212141203,0.380047785834222,"L",-0.0134782608695652,0.0291516663271174
572669,0.22708209245648,0.112436475401051,0.378187895130323,"R",0,0.0022177319994086
573135,0.277667281441849,0.0877269469066832,0.384871043692848,"R",-0.000671942660892937,-0.0035774224891794
595777,0.152499982069825,0.0874001944117672,0.334469077222966,"S",0.017696653628857,-0.0179600106851671
576397,0.209005891804603,0.11068131617872,0.361235022508572,"R",-0.0174801942243803,-0.00413935739744318
592743,0.103360213180877,0.0653889481796747,0.313499467001571,"R",0.00645303672316384,0.0541174999498105
594807,0.269774809530846,0.0924773893358068,0.367619625321606,"R",0.0109043326548415,0.0222906273219403
594824,0.182514192540053,0.100034026698353,0.318039492188458,"L",0.00471846492607738,0.006198394027303
594838,0.237624707250471,0.0908646520727015,0.349049267189895,"R",0,0.00221325988589417
594828,0.223013080099657,0.0910562712535413,0.368105880837902,"R",-0.0123168939125146,0
400085,0.189418914253841,0.0916253487718337,0.33455457469945,"L",0,-0.00376738002058187
595281,0.253626974081371,0.0922671411455274,0.369787967250745,"L",0.0120903558052434,0.040810445424402
594777,0.25183021089813,0.106332627726935,0.373467783549219,"L",-0.00580029368575624,0.00606842439644219
594809,0.182442909589739,0.0990908935525906,0.350807917369286,"L",0.00558935899250035,-0.00744690826373092
502273,0.22390243902439,0.0997454465656899,0.374204347773115,"L",0,-0.00179820179820174
518466,0.363638980369527,0.113894279437317,0.361523998185895,"R",0,-0.00853849437882453
519333,0.257047224580918,0.0999644034435713,0.329522559442188,"R",0,-0.00424288138789363
570731,0.243681187898821,0.0550071316585005,0.347667305934333,"R",-0.0099116569704805,0.00492156231569715
571437,0.288994308440543,0.106008895837221,0.373607668766199,"R",-0.00589198036006547,-0.00237370738644876
593160,0.144731662066651,0.0753143465711302,0.376341375020633,"R",0.0275966897483533,0.00995420452963516
592407,0.200137927065306,0.0764998900542596,0.307977076240954,"R",-0.0144890417474662,0.0378754342147858
506703,0.188932562730091,0.0831957740877923,0.355421857164878,"R",0,-0.00426136363636363
545350,0.316447286333096,0.0809537158147004,0.378097889668658,"R",0.00414232168448904,0.0160096025518108
542583,0.221306189677854,0.104322257401524,0.408287750775952,"R",-0.0142699845848932,0.0033707892245153
518735,0.218335497249133,0.123266166057009,0.439375352673304,"S",-0.0239471887093103,0.0735253098129034
592261,0.194705215107998,0.128852519945248,0.272105673859438,"R",0.0196534863945578,0.0103368568840883
544925,0.283252442925976,0.101917253089943,0.347257212703111,"L",0,-0.00527859237536656
591720,0.179712498779918,0.0582749521468674,0.337496282088395,"R",0.00379570663405171,0.0095957352287872
596142,0.231631353933151,0.109332941224541,0.436171519225414,"R",-0.0015794553803855,-0.00237692848047424
592192,0.227519969674811,0.123598517447653,0.393018897704291,"R",-0.0022343594836147,0.00101490393704342
547172,0.14801808310572,0.106307433865463,0.294128795079198,"L",0.00525428126621692,0.0858670097963068
553988,0.189223474172703,0.0807760478152143,0.312195259863162,"R",0.00886793116796284,0.0109665500569946
546318,0.195284228719334,0.0743210784940464,0.33804484112201,"L",0.00411368735976066,-0.0281901108978994
592885,0.186449398894033,0.110954542967531,0.495494550936302,"L",0.0248967009903588,0.00470550683109622
572191,0.285402400805765,0.094183758510791,0.352384857410156,"R",0.023973954222573,0.0108682581118957
592518,0.188707987361859,0.0994858126625448,0.398633973852732,"R",0.00547742413027387,-0.000992966746795574
592230,0.308075783123028,0.0964288189592056,0.330137607736713,"S",0.000725894261402589,0.0136464064463025
547180,0.280570744814717,0.153605838223962,0.465092335649402,"L",0.00256102945814672,-0.0256934853736478
461865,0.279186880041985,0.0760205260638368,0.33111418271044,"S",0.0102461074836765,0.0127796901893287
570560,0.232200017256475,0.0793225612748905,0.31685109477797,"S",0.000388726919339164,0.000318542331840781
575929,0.236756826129389,0.108049159439753,0.400926802399328,"R",-0.0234072022160665,-0.0944225249654608
594011,0.190051647576384,0.0908840768237417,0.303664167944076,"S",0.00317234848484849,0.0208715880464054
592273,0.2974803271055,0.0779439286973318,0.329461408250949,"R",0,0.00163702638000663
553869,0.150094945917936,0.0897137535110761,0.371374866018014,"R",0.00231273287935243,-0.0124512862464569
592206,0.259143784458026,0.0787382324559455,0.432589671094204,"R",0.0131874156545209,-0.0366571406467756
570799,0.262390978431455,0.0758782431269588,0.392253493195239,"R",-0.00497237569060774,-0.00806076021925268
592663,0.185738235868202,0.0881041259613705,0.393670406811252,"R",0.0184220138804335,0.0240931368636305
592685,0.376440501666198,0.123791559401095,0.367244279320779,"L",0.00646164891707551,0.00118306896853913
405395,0.132135372853205,0.0880901483822128,0.340422181775763,"R",-0.013066005857175,0.00181630322475393
547982,0.251139314205835,0.103492410355422,0.410860636644531,"L",0.0028130671506352,0.0264339881084673
592122,0.339981312458308,0.103460740814952,0.451910660173368,"R",-0.00244773074961754,-0.00424447526967596
592863,0.222424013464694,0.0686860144945419,0.35652742313538,"L",-0.00493711061478782,-0.0067900412727999
592680,0.299358740139955,0.110288568276452,0.329320793456101,"R",-0.00247381875154614,0.00970413180367463
500135,0.201748661185744,0.0712771017407667,0.327852985348321,"R",-0.00523407967432393,-0.0205689099293964
571595,0.176894076118387,0.0570697378257058,0.310920168142925,"R",-0.0012054244098443,-0.00197178161423188
592626,0.171553421765955,0.0991829055393492,0.401142055916294,"L",0.00551470588235294,0.00302159333281804
593643,0.170158012776738,0.0759635998723652,0.327764049639374,"R",0,-0.00452919275869621
605412,0.0870740719204735,0.0983428076556113,0.306606739212862,"L",-0.00899869109947644,0.00471182544247559
543768,0.241153713535324,0.122829241230901,0.373413651336549,"L",0.00232438016528926,-0.0034455350983526
605361,0.20397015769251,0.117237572254873,0.382170425974792,"L",0.00823013907410935,0.0027027027027027
542932,0.227289009569378,0.099575572815534,0.382262535491707,"R",0,0
592348,0.248241779130351,0.113351255216937,0.41338066103741,"S",0.0088494532428356,-0.0230815323844514
605474,0.222240396825397,0.104120852262859,0.383432707161648,"L",0,0
596146,0.175128543076293,0.113037486131886,0.350805018278144,"L",-0.00165596919127086,0.0265780227114624
605113,0.213252855963621,0.0751945948079178,0.343149871456558,"R",-0.00216049382716049,0.0102842948345771
592696,0.190965375453226,0.0698388584524512,0.381199950000072,"L",0.031994459833795,0.0112305878340341
605131,0.233955377946316,0.116156033440069,0.3346922961825,"R",-0.00300751879699248,0.0824697023199619
592325,0.2244792372839,0.114287228762881,0.361746601133485,"L",0.00496004408928079,0.00419492908383219
593428,0.182027588486248,0.105905312559598,0.40007012611153,"R",-0.0070889125700783,0.0110535614780704
593934,0.352934666605707,0.117230429881751,0.39141804504289,"R",-0.00185305926358052,-0.00737388318832663
593528,0.260181687380675,0.11499747739155,0.373472984991392,"R",0.00250182424684666,0.0046535677352637
596748,0.129149593622993,0.0732844221633304,0.371728554627748,"R",-0.0123664447655824,-0.0202773786731488
595751,0.354121336981988,0.0436380409555537,0.460172459784215,"R",0.00220095693779904,0.0827193470424959
594988,0.248259410431891,0.0825952688068961,0.38007869383901,"L",0.00143513966035028,-0.0218792716503684
596059,0.260779458132897,0.0872003067438481,0.349822325041664,"L",-0.00321775114155251,0.0232234226302278
607345,0.119762267459025,0.0790891525119666,0.331226738470601,"R",-0.0124004898958971,-0.0142287170709778
605486,0.314522026177438,0.089493030263091,0.382575950139407,"L",0.0115861181140374,-0.000685400959561343
607054,0.221666011750772,0.131169244090524,0.334455188477314,"L",-0.00588130458028872,-0.0105782792665726
600303,0.132613187842438,0.097574778750568,0.323090560108517,"L",-0.00220070422535211,-0.00181086519114688
607333,0.224758867511521,0.105957174993863,0.36597923599122,"L",0,0.00218978102189781
600301,0.213008146419896,0.104691419874948,0.353516233896604,"R",0,-0.00258126195028681
607387,0.306980177297592,0.0763065585928456,0.367555438464601,"R",0.00658592806703011,-0.00153302388962228
607680,0.177662745489786,0.0383181103102181,0.347475533878991,"R",0.0201625871002323,0.0088550877590861
542908,0.284591180683908,0.0842733439058271,0.353280784475991,"R",0,0.00474349964862966
592200,0.222644321334683,0.0886089292605077,0.387482906291629,"R",-0.00745650372825186,-0.0471324893102851
543939,0.163125097483024,0.0878022428563473,0.335902554198243,"L",0.00337941628264209,0.0427949748455715
543760,0.164477686263866,0.097710709282804,0.342320651891499,"R",0.00641135972461274,0.0263430493564109
543068,0.245779878580652,0.0773998823357886,0.425689658495386,"R",-0.0082815734989648,0.00634676226204055
543308,0.271233622787838,0.0666794804842432,0.375080341131394,"R",-0.0130164119977363,-0.0160991732678694
553993,0.236072814772363,0.115040491248334,0.424097368737562,"R",-0.0192009527447588,-0.00857089410445135
596115,0.251435342692517,0.0924124051229657,0.435481488090282,"R",0.00214448380566802,-0.00241348009446435
605357,0.223465127881057,0.0986464880322644,0.35154688766875,"R",0,-0.00953389830508475
607257,0.318280479821278,0.10588444705656,0.350244197104167,"L",-0.00234915386957846,0.00938757264193116
591971,0.179678419479606,0.101850962011768,0.334955214843259,"S",0,-0.00294502617801047
543543,0.287862527565475,0.098105952365207,0.403401940777883,"L",-0.00529100529100529,-0.00398849893111815
543089,0.218502196969697,0.0924805683566121,0.370782076226235,"R",0,0
592647,0.286777238224767,0.102503212246542,0.378964533778095,"S",0,0
543807,0.236887782744515,0.117512297536536,0.410765599650586,"R",-0.00416760531651273,-0.00606865859657672
571718,0.269087151354841,0.09695310006493,0.393471716549436,"L",-0.001713469776297,0.00821607795186172
543510,0.245182172933668,0.0713359765885921,0.35697431850147,"R",-0.0191787941787942,-0.00725753461324252
543685,0.134753477516172,0.105002386095976,0.467957180481841,"R",0.0212667377102349,0.00820384294068504
570256,0.21735681176586,0.115458103661121,0.391002383584641,"L",-0.00452034153691612,-0.00293045063818703
596019,0.150616973062129,0.0977085370871972,0.407249847823071,"S",0.00481197647478168,0.037476743155843
593700,0.257467411938202,0.0507738290841338,0.319818937625375,"S",0.0131351351351351,-0.00889127293114984
607043,0.311465072588818,0.146108411537661,0.411355168065538,"L",0.00778511267926246,-0.0102152496472603
591741,0.20962270876305,0.0708102520872151,0.353147286833526,"R",0.00070530151639826,1.13902777137686e-19
593647,0.253261305170142,0.0823641789683001,0.345466558434233,"L",0,-0.00571581799706448
595943,0.259432309754076,0.0966858712351133,0.357513731002609,"R",0,0.00132730311670436
595978,0.268257766142969,0.07379412683959,0.382405184112424,"R",-0.00846361819677912,0.0716974345867162
605421,0.255174686338223,0.0839751098104804,0.366754408169102,"L",0,-0.0529579342652057
595879,0.278476093705948,0.0618132251834149,0.47027193277589,"R",0.0167958115183246,0.00128233440614799
595956,0.190213231012606,0.0867550829243314,0.334508747746525,"R",0,0.0489905262579276
605508,0.182071175163923,0.0818323795388433,0.317109797820355,"L",-0.0136645438825861,-0.0129864451246174
598265,0.265199206128241,0.0939380259243739,0.368418161430455,"L",0.0249198717948718,0.0218935404336033
605509,0.229396364455358,0.078079217558909,0.324857390866444,"R",-0.00454988625284368,-0.000388869685447631
605520,0.348259117586118,0.107116915300081,0.360484893108929,"L",0,-0.00133399209486166
607430,0.252821445513295,0.0911486339969548,0.338452612451901,"R",0,0.00543125058026181
606192,0.27329267075107,0.103356941389693,0.420704498944798,"R",-0.00439918154761905,-0.0361430619722315
493316,0.304322677213211,0.0876092397818842,0.391329701756006,"R",0.0202002762430939,-0.00470957613814757
543484,0.290762911870812,0.104243568606501,0.344180872653251,"R",-0.00181983621474067,0.00221829954072818
572180,0.300021390881148,0.0942107256161481,0.360173068781667,"R",0,-0.0117391304347826
605137,0.18639331610351,0.131776581306901,0.403787582572546,"S",-0.0131357806280407,-0.0155525291175819
593993,0.263837459622578,0.0774573118046461,0.385721752861541,"R",-0.0168183295417615,0.00450044014084507
593871,0.168185353212067,0.0972531061011563,0.397023336489558,"S",-0.0102111566341002,-0.0162709965231995
596143,0.227146968484848,0.101180176624508,0.34775259155957,"S",0,-0.0030791788856305
547170,0.252919443071074,0.0881393126538579,0.355088065214461,"L",-0.0094977962629586,-0.00478887157462658
596119,0.245919478115981,0.0828024235713137,0.35610494355893,"S",0.00556655121227115,0.00266703422461651
606115,0.239768319057527,0.0597533598255766,0.319847484807281,"R",0.00224282296650718,-0.00225225225225225
605439,0.288752645238663,0.0933764378998238,0.378165673080094,"R",0,0.00422094841063054
572287,0.326932469172411,0.0804229223266477,0.390915387700854,"R",-0.010790523105794,0.0582025277636616
545337,0.271609678293367,0.0985039044230067,0.370554481088824,"L",0,0.000887530200680433
572227,0.224072655660377,0.0991627085379836,0.380896890361446,"R",0,-0.00179193628670982
572073,0.243170830317937,0.0873023953717632,0.344311840041029,"R",0.00845660749506903,0.00138369236888938
572182,0.203931889908257,0.113762790972099,0.365582182926829,"S",0,-0.000447984071677454
598284,0.326694013975607,0.10997029444219,0.418164062110791,"R",0,0.00428944464003005
571851,0.204484853499705,0.110584774030748,0.332734368705618,"R",-0.000700334604310949,-0.028010386364541
571970,0.277127468858929,0.1416098146827,0.460869452173471,"L",0.0128028634361234,0.00764687640956247
545121,0.214818701535933,0.077365914701561,0.352623658750397,"S",0,-0.00651428725016833
571918,0.259957953978999,0.100024519015484,0.33554668669791,"R",0,0.0131004366812227
571875,0.267425001378592,0.106811896337416,0.364837168552171,"L",0.00133283968900407,0.00344408328395301
553882,0.2035532096958,0.100718782690604,0.380427078027051,"L",-0.0161267743651483,-0.0670633273991231
571912,0.282322766385166,0.115566049713887,0.382252496441236,"R",0.00185745734727573,0.0861082521485413
571980,0.240468916464827,0.0572234603418361,0.397155018240351,"L",0.0117803707207681,0.009608945185424
572039,0.202381210469116,0.0813224905398325,0.403816385598618,"R",-0.0045962336418768,-0.000822145702077773
570481,0.224311472620614,0.0781972969858816,0.33285261505199,"R",0.00718462823725982,-0.00458455779167051
592808,0.236378711601882,0.0788599802178852,0.3657247534932,"L",0,0.00306569343065693
572233,0.2994731492519,0.09694667214687,0.438271657954268,"R",0.00104712041884817,0.00361205177110636
596105,0.175041291680542,0.101619574060442,0.352707743734689,"L",0.00209424083769634,-0.00434714994251564
608596,0.370770741986921,0.0760364725351438,0.408308245606411,"R",0,0.001243640601747
608070,0.134228202864067,0.125895922940657,0.340450820508317,"S",0.0489263836191364,0.0091596267898947
596451,0.225668750341273,0.091328119033081,0.35609774570093,"S",-0.00284135753749013,-0.00708444483316569
608385,0.163852828470628,0.115657196301682,0.38269379469088,"L",-0.0115826727894937,-0.0279940856698805
606299,0.160627594432825,0.0380014431737798,0.312987793799612,"R",0.0155457108336689,-0.00657862434905399
621550,0.308033459811558,0.0949678315226716,0.39753650687028,"R",0,-0.00449959439561997
605480,0.223200963463166,0.0998712115420223,0.326476529363771,"L",0.0323308270676692,-0.0243261475035904
605141,0.166356867491797,0.136183654172858,0.433255184087431,"R",0.0286227876106195,0.0490127988633376
606466,0.15070621372733,0.088372905916861,0.345203648645419,"S",-0.00177469135802469,0.0104268870288049
608348,0.221826845435656,0.0897715925096761,0.33764599151071,"R",0,-0.0113075665364702
600869,0.253209669953544,0.104748028473893,0.356156374619911,"S",0.0123238018525977,0.0166263704704158
608369,0.177173623992181,0.110091022005644,0.377117779443482,"L",-0.00241200643201715,0.00142115540233762
605512,0.234611913364462,0.0988528405331521,0.339878421530234,"L",-0.00159541466008804,-0.0126421140424038
605253,0.227223345139214,0.0932234986252748,0.367867634942313,"R",0.00324324324324324,-0.00049460783084825
607471,0.273134027086788,0.104302558383562,0.380182667938391,"R",0,0
607732,0.220773831073278,0.0914439181816876,0.360426077386215,"R",0,-0.0162947505974595
621311,0.28000446291066,0.0721664725214483,0.444310466882101,"L",0.000567286479672234,-0.00555920656745381
621512,0.274152872713863,0.0651480822781376,0.334812270848008,"R",0,0.0430024124775063
621035,0.274289827448007,0.101564996195932,0.387358637497665,"R",0.0167494977265518,-0.0170182288297832
608671,0.187090023087622,0.103640426963743,0.314534933056977,"L",0.0124909920730243,0.00489414153132251
609275,0.263061326563772,0.0581553405040216,0.418549190193371,"S",0.0301761066158972,0.0170576021155525
608701,0.226781549877,0.126547044582168,0.352390727542774,"R",-0.013769655758606,0.000819299044151115
608703,0.232187978801843,0.101929322889266,0.355510705563146,"R",0,0.000892414476945954
608700,0.217264922408099,0.100695202931302,0.344937343912847,"R",-0.027634735327043,-0.0388614863659929
622110,0.164061395191453,0.0931007408477409,0.348288958316245,"R",-0.0170225474092877,0.0105775195063824
621563,0.190747444769281,0.0759146981812161,0.350860157311724,"L",0.012815644579457,0.0126326180017066
581527,0.16897693806902,0.0683578420392875,0.359211333846713,"R",-0.000515272092290957,-0.0270394457797257
622194,0.234020137557529,0.0957817619840832,0.352975123585424,"L",0,-0.0224405977826051
582473,0.241610375221239,0.0984700463960653,0.359630782471429,"L",0,0.00309734513274337
623182,0.240879462249615,0.0982658921827637,0.388150570763294,"R",0,0.000445500445500448
547004,0.242271888990972,0.110024890354165,0.345243774963884,"L",0,0.004837599539547
608365,0.223673262407248,0.0902224040008253,0.335162972202494,"R",0.016273229532898,0.00599360681939265
546991,0.185443921667104,0.0529076889814573,0.314739886654817,"R",-0.0059625286660032,0.0134173265576047
606992,0.243163724781341,0.0872436301076839,0.36256794946023,"R",0,-0.00628491620111731
593527,0.167484276923077,0.0904995135001098,0.338760223958476,"S",0,-0.00260743602124578
608336,0.339176653970048,0.139317667835741,0.535912466900765,"L",0.0110871573760394,0.0152372948769731
596129,0.25617588765702,0.136662543576616,0.447216342187127,"L",-0.0112485939257593,0.00419701628957743
595885,0.286661769140464,0.110670871533511,0.351348188115826,"L",0.00333993072736269,0.0111335505692194
602922,0.274058873771011,0.0894406803018183,0.383476198970216,"R",-0.0153958944281525,-0.00237085442918271
621002,0.238832115331136,0.126787883600685,0.34243693095087,"R",0.00472846441947565,-0.00371390269190157
607776,0.250554341573112,0.096802026117998,0.368012928177671,"R",0.00252832662234292,0.00934917122081206
621439,0.247398984697213,0.075758847222602,0.329305166731815,"R",0.00317460317460318,0.00901718573371123
621043,0.239645155868095,0.1131642319383,0.37657489371287,"R",0.000105263157894738,-0.0135407182849386
623205,0.244281813888889,0.107834034501771,0.371749852411429,"S",0,0.00265460623340872
624585,0.309174093396832,0.113514652162516,0.427619247538876,"R",-0.0183211400436878,-0.00778042455182199
624577,0.218571458170084,0.0797656882326632,0.387517384600618,"R",-0.00167343423157377,-0.0132622925504092
554054,0.241824515418502,0.0933362504171148,0.369043425294118,"R",0,-0.00636792452830188
571745,0.247735209734367,0.0974879507260858,0.422780848348632,"R",0.00140656955632539,-0.0106493694635533
594694,0.211273415368236,0.0930226678785056,0.316313965900009,"S",0.00280112044817927,0.00522929757190048
546990,0.267617408534994,0.103719902399762,0.359780320118033,"R",0,0.00304679231566906
467092,0.168979246812944,0.0777297892374321,0.407789175015244,"R",-0.0520434476830507,-0.029603768967241
608384,0.25889107253405,0.0802864503466803,0.408891625107904,"L",0.00165631469979296,-0.0284896132922675
599096,0.323309269781516,0.0999689588850751,0.377030456804194,"R",0,-0.000835965075236856
621566,0.235712184711802,0.114490817756574,0.415139589967444,"L",-0.00863422291993721,0.0313939558519804
606132,0.264529577008179,0.0920023197268954,0.356919669821385,"L",0,-0.000866921910107805
621446,0.306001242067024,0.0620998681137198,0.361256910816524,"R",0.00257799413735343,-0.00196236309600773
608597,0.294481252062882,0.0768822104978368,0.412832304212181,"L",0.00324912437588494,0.0136959642169467
621529,0.18974358974359,0.100410137724551,0.368334932054222,"R",0,0.00410958904109589
595909,0.290993184911456,0.0837301641059363,0.43780900001269,"L",0.00319082932017609,-0.00625684905435031
600524,0.246321915796429,0.0762493677215627,0.384117099900407,"R",-0.0159155879613272,0.0157943998128071
600474,0.222031641688657,0.07887799523886,0.302803228853399,"R",-0.00489130434782609,-6.51484840079152e-05
602115,0.269404461367426,0.091256482427603,0.385412671373636,"R",0,0.00177865612648222
621044,0.249528762489899,0.106943588844495,0.336375574362941,"S",0,-0.00796682817741335
623993,0.207245946313161,0.0850773904210098,0.334096094445701,"S",0.00808516372456542,0
608577,0.1895554774051,0.0911356007395227,0.388595456684567,"L",-0.00434572670207629,0.0115310279310197
621559,0.337288993792789,0.0789474672416246,0.364445610924814,"S",0,0.0005094408647594
624636,0.259026564678876,0.0752178949620342,0.323005339244908,"R",0,-0.00038376257888453
614177,0.234870000118226,0.104134513978469,0.452375791017318,"R",-0.00158074997804514,-0.0159569424371087
614173,0.31732545399645,0.106886057635506,0.442858558467248,"L",0.0157102157102157,-0.0227313744884518
623520,0.256241983806846,0.100320592409243,0.402546782374842,"R",-0.00231065468549422,0.0108784184983973
624407,0.213597640563983,0.102811927884125,0.373775200984841,"L",0,-0.00911014999539892
605612,0.22005353271028,0.0983377361270859,0.367185004224762,"L",0,0.00178208999554476
622534,0.170213357908796,0.0641482312330315,0.337047635573687,"R",-0.00461610927932171,0.00593929356533078
608475,0.213375560619156,0.084969400675771,0.326662956368056,"R",-0.00254993625159371,-0.00768194070080863
621433,0.350304159579335,0.0872797992644858,0.36333680628902,"L",0.00564241213118608,0.0334471284732725
640447,0.225027028681588,0.089165195944164,0.36593432337771,"R",0.0142067876874507,-0.00789662598707825
572228,0.240118913426772,0.110153327218653,0.468033931411812,"R",0.00273722627737226,-0.00262481704342169
571657,0.221154045758004,0.0887179981670167,0.362225329726909,"R",0,0.00866604008381398
592444,0.271111937637481,0.06954501292634,0.364218567954453,"R",0.0145311435707258,0.0366028051291401
642162,0.263380738405096,0.0877894611984384,0.302831411271621,"R",-0.00489995916700694,-0.00212268692696019
643393,0.155078410651437,0.107419909751976,0.316611703469385,"L",-0.00917624303106156,-0.000274176350945708
594953,0.337459977730836,0.102263626110459,0.388855682378415,"L",-0.00356030262572319,-0.0229908435181983
595373,0.246541485124611,0.100116863494735,0.339884851117576,"R",0,0.000434740604772484
595284,0.324676881221615,0.11472093680062,0.376380668231011,"S",0.00391425908667288,-0.0608610506161843
622666,0.232307694416179,0.0990066653943505,0.378117986256553,"S",-0.0120320855614973,0.0219339993690665
605170,0.207970778347365,0.0923007830694268,0.373291213830852,"S",0.00468902637577336,-0.0169729971592901
608654,0.294277938549019,0.0672570803574793,0.352077818503518,"R",0.00228614974280815,0.00176740897843761
641553,0.288959676115107,0.0564921063648006,0.34158750929988,"R",0.012738562688339,0.000623738587535612
621471,0.19954356846473,0.104004223693081,0.361589915280455,"L",0,-0.00700389105058366
641505,0.221244415965286,0.0932538534020464,0.373143781225806,"R",0,-0.000871248789932236
641857,0.28875098275037,0.087536192855115,0.370297875756564,"L",0.00850887818713623,0.00976705115354933
622226,0.359154013957369,0.114509312930178,0.382444046882796,"L",0,-0.00346620450606586
641531,0.242797505679146,0.0883697318427748,0.407876909818897,"R",-0.0188492063492063,-0.00869667564669265
641796,0.261817677820034,0.101923733157738,0.369193755085621,"R",0,-0.00221515904582867
641820,0.228213277015524,0.084864105175475,0.428083878191941,"R",-0.000762195121951219,-0.0312553747295491
641598,0.204774236258373,0.102515161617181,0.394447527205457,"R",-0.00401136553568444,-0.10401993074348
641313,0.240568265484659,0.0547908725998945,0.3821605133752,"R",0.0152067411326671,-0.000976118396993795
641477,0.317928630896803,0.0867854365173299,0.379678892215464,"R",0,-0.00905899131707303
640460,0.277146618157869,0.0882103061522315,0.356382551312812,"R",0,0
640461,0.217949490233261,0.0769528402844105,0.429825087111055,"R",-0.000461538461538462,0.0119340527182049
641343,0.220350354876635,0.136007297599103,0.336214828854521,"L",0.0101867572156197,-0.0047042060546092
641319,0.210287873112119,0.102696009351284,0.323544291566093,"L",-0.00294223413645428,-0.0114942528735632
641525,0.298016905542805,0.0839996367171926,0.37119111419987,"R",0.00242554911736963,0.00962995987516719
624428,0.15609129236037,0.102003545880598,0.368970279221452,"L",0.000407052113041223,0.000212957568955675
642851,0.213930216348919,0.073643590259326,0.36503382362497,"R",-0.012054244098443,-0.029567204685045
643565,0.306769071577025,0.112790429336517,0.348393534119654,"L",0,-0.00783523231975044
643265,0.247052966799793,0.0921223558849016,0.366913780878968,"R",0,0.00754626731859993
643446,0.116478686310316,0.0738606439352566,0.374496714234308,"L",0.0314241486068111,0.00430127926757583
